number,parameter_01,parameter_02(x_coordinate),parameter_03(y_coordinate),parameter_04,parameter_05,parameter_06,parameter_07,parameter_08,parameter_09,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,class(OK/NG)
5156.0,0.0,9444.0,7662.0,1140.0,272.0,17.14,148.0,15.22,1.3162,54.0,50.0,52.64,40.0,0.0455,0.0372,0.4222,OK
5157.0,D,10264.0,7658.0,972.0,420.0,14.86,0.0,0.0,1.7333,54.0,32.0,52.0,30.0,0.0494,0.0,0.5625,OK
5158.0,L,8968.0,7656.0,1508.0,0.0,0.0,684.0,15.38,2.0261,82.0,46.0,84.01,41.47,0.0,0.0351,0.3998,OK
5159.0,L,2716.0,7646.0,1900.0,0.0,0.0,672.0,15.02,1.1871,72.0,56.0,66.63,56.13,0.0,0.0342,0.4712,OK
5160.0,D,11942.0,7636.0,2612.0,1232.0,14.37,0.0,0.0,1.2353,76.0,92.0,85.04,68.84,0.0704,0.0,0.3736,OK
5161.0,L,10458.0,7630.0,3300.0,40.0,16.5,1520.0,16.19,2.278,152.0,84.0,155.16,68.11,0.0555,0.049,0.2585,OK
5162.0,L,10192.0,7624.0,4420.0,0.0,0.0,1792.0,15.92,2.8824,70.0,198.0,196.0,68.0,0.0,0.0468,0.3189,OK
5163.0,L,11264.0,7622.0,1716.0,0.0,0.0,636.0,15.02,1.4293,60.0,60.0,63.84,44.67,0.0,0.0556,0.4767,OK
5164.0,L,236.0,7620.0,1308.0,0.0,0.0,536.0,15.95,1.6837,72.0,58.0,76.62,45.51,0.0,0.0621,0.3132,OK
5165.0,L,9522.0,7614.0,1020.0,0.0,0.0,412.0,16.45,1.5,42.0,52.0,54.42,36.28,0.0,0.0411,0.467,OK
5166.0,L,9166.0,7608.0,1284.0,0.0,0.0,504.0,15.25,2.7464,94.0,52.0,99.83,36.35,0.0,0.0358,0.2627,OK
5167.0,L,12128.0,7606.0,2144.0,0.0,0.0,1096.0,18.19,2.1179,62.0,114.0,108.46,51.21,0.0,0.0732,0.3033,OK
5168.0,L,8966.0,7594.0,1112.0,0.0,0.0,504.0,15.21,1.3694,48.0,54.0,55.02,40.17,0.0,0.0348,0.429,OK
5169.0,L,790.0,7586.0,1164.0,0.0,0.0,532.0,15.49,2.2387,86.0,40.0,82.55,36.87,0.0,0.0537,0.3384,OK
5170.0,D,278.0,7584.0,1108.0,560.0,17.69,0.0,0.0,1.0476,44.0,46.0,44.0,42.0,0.0785,0.0,0.5474,OK
5171.0,D,8082.0,7568.0,1368.0,488.0,14.63,0.0,0.0,2.1649,54.0,72.0,78.04,36.05,0.0348,0.0,0.3519,OK
5172.0,L,1642.0,7548.0,1444.0,0.0,0.0,576.0,13.87,3.2667,100.0,32.0,98.0,30.0,0.0,0.0399,0.4512,OK
5173.0,L,2720.0,7544.0,1424.0,0.0,0.0,548.0,13.71,1.211,74.0,56.0,66.98,55.31,0.0,0.0311,0.3436,OK
5174.0,L,1822.0,7542.0,1644.0,0.0,0.0,624.0,16.2,2.1488,68.0,60.0,81.21,37.79,0.0,0.0445,0.4029,OK
5175.0,L,10940.0,7538.0,1264.0,0.0,0.0,488.0,13.48,2.0,76.0,42.0,72.79,36.4,0.0,0.0463,0.396,OK
5176.0,L,10100.0,7538.0,1488.0,48.0,17.73,608.0,15.8,3.1187,112.0,66.0,116.4,37.32,0.0568,0.0458,0.2013,OK
5177.0,L,2576.0,7522.0,1936.0,0.0,0.0,636.0,13.63,3.1033,112.0,38.0,109.34,35.23,0.0,0.0316,0.4549,OK
5178.0,L,202.0,7516.0,1576.0,0.0,0.0,720.0,16.38,1.3333,66.0,50.0,64.0,48.0,0.0,0.0634,0.4776,OK
5179.0,L,10736.0,7508.0,1852.0,0.0,0.0,864.0,16.21,2.8719,116.0,44.0,115.21,40.12,0.0,0.0531,0.3629,OK
5180.0,L,1436.0,7498.0,5348.0,0.0,0.0,2096.0,15.88,1.4948,96.0,126.0,131.21,87.78,0.0,0.0451,0.4421,OK
5181.0,L,11868.0,7484.0,3280.0,0.0,0.0,1364.0,14.49,1.2745,100.0,76.0,91.92,72.12,0.0,0.0608,0.4316,OK
5182.0,D,8848.0,7474.0,2328.0,712.0,18.19,312.0,15.71,2.3093,122.0,72.0,126.97,54.98,0.0444,0.0354,0.265,OK
5183.0,L,3874.0,7470.0,1028.0,0.0,0.0,444.0,11.78,1.2179,46.0,54.0,52.42,43.05,0.0,0.0247,0.4138,OK
5184.0,L,12136.0,7466.0,3188.0,0.0,0.0,1336.0,16.93,1.8273,66.0,112.0,110.89,60.68,0.0,0.0685,0.4313,OK
5185.0,L,116.0,7458.0,980.0,48.0,16.71,492.0,14.89,3.2967,94.0,38.0,94.59,28.69,0.0742,0.058,0.2744,OK
5186.0,L,11120.0,7450.0,2740.0,0.0,0.0,1224.0,15.22,1.7143,80.0,94.0,105.86,61.75,0.0,0.0544,0.3644,OK
5187.0,L,1936.0,7446.0,5060.0,52.0,13.98,2004.0,13.13,1.6424,128.0,140.0,164.63,100.24,0.0385,0.0336,0.2824,OK
5188.0,D,842.0,7436.0,1120.0,604.0,15.71,0.0,0.0,1.6239,56.0,42.0,56.48,34.78,0.0607,0.0,0.4762,OK
5189.0,L,738.0,7428.0,2056.0,0.0,0.0,748.0,17.05,1.7441,76.0,60.0,80.72,46.28,0.0,0.0596,0.4509,OK
5190.0,L,526.0,7402.0,2812.0,0.0,0.0,1132.0,14.44,2.4615,130.0,54.0,128.0,52.0,0.0,0.0512,0.4006,OK
5191.0,L,11866.0,7396.0,1440.0,0.0,0.0,604.0,13.95,1.0515,56.0,60.0,56.92,54.13,0.0,0.0582,0.4286,OK
5192.0,L,9846.0,7394.0,1336.0,0.0,0.0,644.0,16.79,1.3346,48.0,62.0,59.25,44.39,0.0,0.0453,0.4489,OK
5193.0,L,440.0,7382.0,1588.0,76.0,16.87,716.0,16.53,1.935,72.0,60.0,85.55,44.21,0.0698,0.0601,0.3676,OK
5194.0,D,7792.0,7378.0,2460.0,1140.0,13.5,0.0,0.0,1.1728,68.0,96.0,81.26,69.29,0.0308,0.0,0.3768,OK
5195.0,L,10.0,7378.0,2572.0,0.0,0.0,1148.0,13.02,1.9101,114.0,70.0,114.98,60.2,0.0,0.0512,0.3223,OK
5196.0,L,864.0,7368.0,1920.0,0.0,0.0,912.0,16.06,2.4711,106.0,48.0,107.61,43.55,0.0,0.0534,0.3774,OK
5197.0,L,1628.0,7366.0,2376.0,0.0,0.0,776.0,13.62,1.6431,92.0,58.0,88.76,54.02,0.0,0.0389,0.4453,OK
5198.0,L,1354.0,7364.0,1692.0,304.0,16.61,448.0,15.53,2.17,90.0,50.0,86.13,39.69,0.0535,0.0454,0.376,OK
5199.0,L,280.0,7360.0,3220.0,0.0,0.0,1200.0,15.59,2.6697,130.0,74.0,139.42,52.22,0.0,0.058,0.3347,OK
5200.0,0.0,3876.0,7344.0,936.0,0.0,0.0,268.0,12.18,1.0505,48.0,44.0,44.25,42.12,0.0,0.0256,0.4432,OK
5201.0,L,1198.0,7344.0,3016.0,0.0,0.0,1292.0,15.87,2.1917,132.0,66.0,131.34,59.93,0.0,0.0486,0.3462,OK
5202.0,L,2316.0,7338.0,1456.0,0.0,0.0,548.0,14.97,2.107,78.0,38.0,74.71,35.46,0.0,0.0356,0.4912,OK
5203.0,L,1940.0,7336.0,1968.0,44.0,15.1,872.0,16.49,1.1407,84.0,74.0,80.23,70.34,0.0422,0.0424,0.3166,OK
5204.0,L,12134.0,7330.0,2536.0,0.0,0.0,1188.0,17.41,2.1875,62.0,116.0,118.96,54.38,0.0,0.0705,0.3526,OK
5205.0,L,9510.0,7316.0,1020.0,52.0,16.56,396.0,16.08,1.2968,52.0,56.0,55.22,42.58,0.0454,0.0404,0.3503,OK
5206.0,L,508.0,7304.0,3208.0,0.0,0.0,1484.0,16.19,1.368,86.0,68.0,82.95,60.63,0.0,0.0572,0.5486,OK
5207.0,L,874.0,7298.0,936.0,0.0,0.0,480.0,14.76,2.1174,84.0,40.0,80.89,38.2,0.0,0.0489,0.2786,OK
5208.0,L,968.0,7284.0,1596.0,0.0,0.0,520.0,15.33,1.6193,54.0,76.0,76.58,47.29,0.0,0.0496,0.3889,OK
5209.0,D,12060.0,7266.0,1896.0,860.0,15.0,40.0,18.44,1.4887,96.0,66.0,94.18,63.26,0.0715,0.0758,0.2992,OK
5210.0,L,642.0,7262.0,1524.0,0.0,0.0,556.0,15.08,1.3259,66.0,70.0,68.17,51.41,0.0,0.0526,0.3299,OK
5211.0,L,170.0,7262.0,1048.0,0.0,0.0,444.0,15.31,2.2308,80.0,38.0,79.13,35.47,0.0,0.0582,0.3447,OK
5212.0,D,1740.0,7260.0,1868.0,756.0,15.74,0.0,0.0,2.0563,84.0,46.0,79.67,38.74,0.0494,0.0,0.4834,OK
5213.0,L,8980.0,7252.0,1304.0,100.0,16.83,536.0,15.51,1.1591,68.0,68.0,68.92,59.46,0.0415,0.0354,0.282,OK
5214.0,L,9624.0,7250.0,2360.0,0.0,0.0,852.0,14.11,1.0263,80.0,78.0,78.0,76.0,0.0,0.037,0.3782,OK
5215.0,D,370.0,7232.0,932.0,496.0,15.35,0.0,0.0,1.7188,64.0,46.0,66.0,38.4,0.064,0.0,0.3166,OK
5216.0,L,9520.0,7228.0,2076.0,0.0,0.0,756.0,14.36,1.0323,66.0,64.0,64.0,62.0,0.0,0.0363,0.4915,OK
5217.0,0.0,1822.0,7212.0,944.0,0.0,0.0,316.0,14.76,2.0991,52.0,28.0,50.64,24.12,0.0,0.0407,0.6484,OK
5218.0,L,8480.0,7204.0,1220.0,0.0,0.0,492.0,14.67,1.1069,60.0,48.0,49.73,44.93,0.0,0.0318,0.4236,OK
5219.0,D,2656.0,7196.0,1020.0,464.0,15.19,0.0,0.0,2.6087,62.0,68.0,84.85,32.53,0.0377,0.0,0.2419,OK
5220.0,L,9174.0,7194.0,1020.0,0.0,0.0,524.0,16.58,1.9101,70.0,38.0,67.66,35.42,0.0,0.0388,0.3835,OK
5221.0,L,12022.0,7190.0,1644.0,0.0,0.0,752.0,18.54,1.0201,54.0,52.0,50.17,49.18,0.0,0.0784,0.5855,OK
5222.0,L,8966.0,7182.0,936.0,56.0,17.66,348.0,14.86,1.125,34.0,38.0,36.0,32.0,0.0432,0.0337,0.7245,OK
5223.0,L,10054.0,7176.0,1912.0,0.0,0.0,860.0,13.13,1.6222,76.0,50.0,72.44,44.65,0.0,0.0376,0.5032,OK
5224.0,L,11882.0,7174.0,1016.0,0.0,0.0,424.0,15.45,1.9045,52.0,42.0,59.46,31.22,0.0,0.0646,0.4652,OK
5225.0,D,8884.0,7172.0,952.0,368.0,17.49,64.0,15.45,2.4234,62.0,52.0,73.02,30.13,0.0424,0.0347,0.2953,OK
5226.0,L,9692.0,7166.0,992.0,0.0,0.0,392.0,13.4,2.4201,68.0,40.0,71.74,29.64,0.0,0.0358,0.3647,OK
5227.0,L,9024.0,7166.0,576.0,0.0,0.0,396.0,13.49,7.1741,122.0,20.0,120.06,16.74,0.0,0.0311,0.2361,OK
5228.0,D,1886.0,7164.0,1416.0,640.0,16.78,120.0,19.18,2.8661,102.0,72.0,112.88,39.38,0.0485,0.0502,0.1928,OK
5229.0,L,11348.0,7162.0,4224.0,0.0,0.0,1676.0,15.08,1.8621,122.0,94.0,132.16,70.97,0.0,0.0569,0.3683,OK
5230.0,L,8622.0,7146.0,2500.0,100.0,16.5,700.0,14.97,1.3595,76.0,76.0,82.56,60.73,0.0389,0.0329,0.4328,OK
5231.0,L,11106.0,7142.0,976.0,0.0,0.0,368.0,13.74,2.6136,64.0,38.0,70.56,27.0,0.0,0.049,0.4013,OK
5232.0,L,58.0,7138.0,1032.0,0.0,0.0,528.0,15.44,2.696,82.0,52.0,86.59,32.12,0.0,0.0591,0.242,OK
5233.0,0.0,11050.0,7128.0,780.0,0.0,0.0,300.0,13.61,3.4043,46.0,74.0,80.59,23.67,0.0,0.0478,0.2291,OK
5234.0,L,9516.0,7126.0,1116.0,0.0,0.0,480.0,15.66,1.3914,60.0,54.0,59.05,42.44,0.0,0.0397,0.3444,OK
5235.0,L,11624.0,7106.0,1980.0,0.0,0.0,904.0,14.44,1.4055,126.0,80.0,103.6,73.7,0.0,0.0586,0.1964,OK
5236.0,L,9298.0,7104.0,1992.0,60.0,20.35,720.0,16.67,1.3176,70.0,62.0,68.11,51.69,0.0531,0.0397,0.459,OK
5237.0,L,8150.0,7102.0,1036.0,0.0,0.0,468.0,10.4,3.5653,114.0,36.0,112.55,31.57,0.0,0.0216,0.2524,OK
5238.0,L,11884.0,7100.0,1460.0,0.0,0.0,708.0,15.6,1.0264,64.0,70.0,62.21,60.61,0.0,0.0655,0.3259,OK
5239.0,L,1372.0,7090.0,8192.0,0.0,0.0,2792.0,17.26,1.5793,156.0,160.0,186.57,118.14,0.0,0.0492,0.3282,OK
5240.0,L,8968.0,7074.0,1952.0,0.0,0.0,696.0,15.13,1.1818,46.0,54.0,52.0,44.0,0.0,0.0342,0.7858,OK
5241.0,L,7862.0,7070.0,2908.0,0.0,0.0,1052.0,10.29,1.9198,66.0,118.0,114.96,59.88,0.0,0.0211,0.3734,OK
5242.0,D,2080.0,7060.0,1048.0,532.0,16.49,0.0,0.0,1.6456,72.0,54.0,72.11,43.82,0.0445,0.0,0.2695,OK
5243.0,L,11236.0,7058.0,2796.0,0.0,0.0,1380.0,15.18,1.5411,88.0,56.0,83.56,54.22,0.0,0.0559,0.5674,OK
5244.0,L,11490.0,7044.0,1660.0,0.0,0.0,732.0,13.66,1.5867,100.0,54.0,88.39,55.71,0.0,0.0533,0.3074,OK
5245.0,L,9198.0,7040.0,1508.0,40.0,17.36,552.0,16.64,2.5815,54.0,104.0,105.98,41.06,0.0442,0.039,0.2685,OK
5246.0,L,12134.0,7036.0,3764.0,0.0,0.0,1800.0,17.83,2.13,68.0,142.0,140.03,65.74,0.0,0.0723,0.3898,OK
5247.0,L,8450.0,7032.0,1384.0,0.0,0.0,528.0,11.73,2.0385,66.0,66.0,74.95,36.77,0.0,0.0249,0.3177,OK
5248.0,L,1606.0,7032.0,3336.0,0.0,0.0,1120.0,15.61,1.953,130.0,68.0,128.12,65.6,0.0,0.0447,0.3774,OK
5249.0,L,2198.0,7026.0,948.0,0.0,0.0,536.0,12.72,1.5897,54.0,38.0,52.61,33.09,0.0,0.0307,0.462,OK
5250.0,L,2716.0,7020.0,1896.0,0.0,0.0,964.0,13.45,1.6205,68.0,62.0,75.33,46.48,0.0,0.0304,0.4497,OK
5251.0,0.0,330.0,7018.0,1032.0,148.0,14.89,296.0,16.17,3.0081,68.0,58.0,84.13,27.97,0.0614,0.0591,0.2617,OK
5252.0,D&L,10.0,7018.0,2540.0,444.0,18.63,644.0,17.25,2.9868,88.0,98.0,125.92,42.16,0.0832,0.0664,0.2945,OK
5253.0,L,640.0,7016.0,2320.0,156.0,14.24,752.0,15.85,1.5135,92.0,132.0,131.52,86.9,0.0553,0.0551,0.191,OK
5254.0,L,2284.0,7004.0,912.0,0.0,0.0,440.0,15.8,2.7656,76.0,36.0,75.47,27.29,0.0,0.0376,0.3333,OK
5255.0,L,728.0,7004.0,968.0,0.0,0.0,492.0,17.57,1.5455,70.0,46.0,68.0,44.0,0.0,0.0602,0.3006,OK
5256.0,L,11104.0,6994.0,1388.0,0.0,0.0,636.0,14.57,1.0241,76.0,56.0,60.69,59.27,0.0,0.052,0.3261,OK
5257.0,D,1716.0,6994.0,1008.0,720.0,17.1,0.0,0.0,4.8224,76.0,74.0,101.58,21.06,0.054,0.0,0.1792,OK
5258.0,0.0,164.0,6994.0,964.0,0.0,0.0,320.0,17.11,1.4706,52.0,36.0,50.0,34.0,0.0,0.0646,0.515,OK
5259.0,D,10028.0,6986.0,1172.0,504.0,16.08,44.0,14.99,2.78,86.0,44.0,87.91,31.62,0.0511,0.0433,0.3097,OK
5260.0,L,1426.0,6984.0,2432.0,0.0,0.0,932.0,16.72,2.0097,88.0,86.0,106.01,52.75,0.0,0.0473,0.3214,OK
5261.0,L,1924.0,6974.0,3948.0,0.0,0.0,1556.0,15.86,1.955,96.0,184.0,181.97,93.08,0.0,0.0409,0.2235,OK
5262.0,L,434.0,6966.0,952.0,0.0,0.0,456.0,13.59,3.7273,84.0,24.0,82.0,22.0,0.0,0.0482,0.4722,OK
5263.0,L,928.0,6960.0,2460.0,0.0,0.0,1204.0,16.44,2.9126,132.0,46.0,128.56,44.14,0.0,0.0525,0.4051,OK
5264.0,L,10176.0,6944.0,1892.0,0.0,0.0,808.0,15.92,1.5677,80.0,48.0,74.67,47.63,0.0,0.0474,0.4927,OK
5265.0,D,2236.0,6922.0,1336.0,508.0,15.65,0.0,0.0,2.0733,60.0,42.0,60.41,29.14,0.0408,0.0,0.5302,OK
5266.0,L,11888.0,6910.0,1008.0,0.0,0.0,444.0,16.52,1.1335,46.0,40.0,42.87,37.82,0.0,0.0694,0.5478,OK
5267.0,L,9424.0,6910.0,1820.0,144.0,19.08,652.0,15.84,2.4248,52.0,112.0,111.8,46.11,0.0513,0.0389,0.3125,OK
5268.0,L,12138.0,6898.0,1868.0,0.0,0.0,720.0,16.9,1.3077,54.0,70.0,68.0,52.0,0.0,0.0683,0.4942,OK
5269.0,L,594.0,6854.0,1252.0,40.0,16.13,472.0,14.91,3.4923,98.0,46.0,97.65,27.96,0.0617,0.051,0.2777,OK
5270.0,D,3046.0,6846.0,1088.0,572.0,16.98,0.0,0.0,2.2857,98.0,44.0,96.0,42.0,0.0399,0.0,0.2523,OK
5271.0,L,958.0,6844.0,1280.0,152.0,17.14,500.0,17.69,3.4513,120.0,38.0,119.65,34.67,0.0612,0.0561,0.2807,OK
5272.0,D,290.0,6842.0,932.0,420.0,15.62,0.0,0.0,1.7076,64.0,38.0,61.28,35.89,0.0643,0.0,0.3832,OK
5273.0,L,10166.0,6826.0,2972.0,0.0,0.0,1132.0,15.03,1.2113,66.0,80.0,76.07,62.8,0.0,0.0443,0.5629,OK
5274.0,L,9068.0,6824.0,980.0,0.0,0.0,544.0,14.47,2.008,64.0,34.0,62.27,31.01,0.0,0.0334,0.4504,OK
5275.0,D,2642.0,6824.0,2268.0,1004.0,16.36,0.0,0.0,2.0636,92.0,86.0,105.7,51.22,0.0404,0.0,0.2867,OK
5276.0,L,10330.0,6822.0,3936.0,0.0,0.0,1512.0,15.65,1.381,118.0,86.0,116.0,84.0,0.0,0.0472,0.3879,OK
5277.0,L,9174.0,6810.0,1336.0,0.0,0.0,512.0,14.32,1.215,48.0,42.0,46.55,38.31,0.0,0.0337,0.6627,OK
5278.0,D,12066.0,6808.0,2608.0,968.0,15.18,0.0,0.0,1.5753,66.0,82.0,88.12,55.94,0.0722,0.0,0.4819,OK
5279.0,L,8748.0,6800.0,2484.0,0.0,0.0,888.0,14.28,1.9141,130.0,70.0,118.84,62.09,0.0,0.0318,0.273,OK
5280.0,L,9400.0,6798.0,1876.0,48.0,19.69,776.0,15.29,1.7912,68.0,68.0,84.92,47.41,0.0526,0.0373,0.4057,OK
5281.0,L,1954.0,6796.0,1140.0,0.0,0.0,552.0,15.43,1.5432,60.0,46.0,55.14,35.73,0.0,0.039,0.413,OK
5282.0,D,10934.0,6782.0,1456.0,564.0,15.47,0.0,0.0,1.5396,60.0,44.0,60.53,39.32,0.0609,0.0,0.5515,OK
5283.0,L,1636.0,6780.0,1468.0,0.0,0.0,648.0,15.92,4.0833,100.0,26.0,98.0,24.0,0.0,0.045,0.5646,OK
5284.0,L,2050.0,6778.0,932.0,0.0,0.0,396.0,16.48,1.0174,52.0,44.0,42.94,42.2,0.0,0.0406,0.4073,OK
5285.0,D,11188.0,6770.0,976.0,452.0,14.18,0.0,0.0,2.4597,76.0,36.0,75.72,30.79,0.0594,0.0,0.3567,OK
5286.0,L,9498.0,6770.0,3840.0,0.0,0.0,1504.0,15.99,1.8539,92.0,120.0,118.34,63.83,0.0,0.0405,0.3478,OK
5287.0,D,10212.0,6758.0,1264.0,580.0,15.4,0.0,0.0,2.8407,90.0,40.0,90.29,31.78,0.0519,0.0,0.3511,OK
5288.0,D,10486.0,6752.0,1276.0,840.0,16.3,0.0,0.0,1.8634,84.0,62.0,94.6,50.77,0.0562,0.0,0.245,OK
5289.0,L,9654.0,6736.0,1612.0,0.0,0.0,660.0,13.38,3.75,122.0,34.0,120.0,32.0,0.0,0.0357,0.3886,OK
5290.0,L,12136.0,6726.0,1324.0,0.0,0.0,636.0,17.99,1.1404,46.0,46.0,45.57,39.96,0.0,0.0718,0.6257,OK
5291.0,D,12066.0,6712.0,1928.0,772.0,14.91,0.0,0.0,1.0741,56.0,60.0,58.0,54.0,0.071,0.0,0.5738,OK
5292.0,L,8962.0,6702.0,1724.0,48.0,18.34,696.0,15.45,2.5405,70.0,82.0,96.73,38.07,0.0455,0.0354,0.3003,OK
5293.0,L,1154.0,6702.0,4536.0,0.0,0.0,2064.0,15.23,2.8405,176.0,64.0,174.45,61.41,0.0,0.0455,0.4027,OK
5294.0,L,10148.0,6686.0,2040.0,56.0,17.79,740.0,17.05,1.9596,104.0,60.0,106.7,54.45,0.0592,0.0509,0.3269,OK
5295.0,0.0,986.0,6682.0,940.0,244.0,18.45,300.0,14.16,2.3794,50.0,50.0,64.73,27.2,0.0645,0.0444,0.376,OK
5296.0,L,2686.0,6680.0,2316.0,0.0,0.0,976.0,15.77,1.539,76.0,52.0,74.78,48.59,0.0,0.0353,0.586,OK
5297.0,L,2338.0,6668.0,1104.0,0.0,0.0,420.0,12.9,1.462,54.0,42.0,53.98,36.92,0.0,0.0301,0.4868,OK
5298.0,L,2166.0,6664.0,4660.0,0.0,0.0,1784.0,14.64,1.9257,110.0,136.0,147.38,76.53,0.0,0.0349,0.3115,OK
5299.0,L,2390.0,6648.0,1516.0,68.0,18.86,480.0,13.23,1.0719,68.0,66.0,64.78,60.43,0.0477,0.0309,0.3378,OK
5300.0,L,10.0,6644.0,1036.0,0.0,0.0,432.0,14.32,1.8235,36.0,64.0,62.0,34.0,0.0,0.0535,0.4497,OK
5301.0,L,520.0,6642.0,2200.0,0.0,0.0,1024.0,16.89,1.4444,56.0,80.0,78.0,54.0,0.0,0.0577,0.4911,OK
5302.0,L,11124.0,6612.0,2656.0,68.0,16.93,856.0,15.23,1.303,88.0,68.0,86.0,66.0,0.0694,0.0551,0.4439,OK
5303.0,L,10388.0,6612.0,2544.0,56.0,18.71,1020.0,17.03,3.2946,122.0,42.0,121.75,36.95,0.0633,0.0514,0.4965,OK
5304.0,L,8760.0,6612.0,1532.0,0.0,0.0,660.0,14.53,3.1364,104.0,42.0,100.41,32.01,0.0,0.0328,0.3507,OK
5305.0,L,11884.0,6610.0,1344.0,0.0,0.0,572.0,12.35,1.0777,46.0,44.0,44.18,41.0,0.0,0.0513,0.664,OK
5306.0,D,10628.0,6610.0,1404.0,1120.0,21.83,0.0,0.0,1.4583,80.0,48.0,68.86,47.22,0.0807,0.0,0.3656,OK
5307.0,L,1050.0,6608.0,1444.0,0.0,0.0,612.0,16.18,1.8601,58.0,60.0,64.01,34.41,0.0,0.0501,0.4149,OK
5308.0,L,10318.0,6594.0,1672.0,0.0,0.0,536.0,13.56,1.4545,66.0,46.0,64.0,44.0,0.0,0.0411,0.5507,OK
5309.0,L,11756.0,6592.0,2468.0,0.0,0.0,920.0,13.5,2.15,114.0,60.0,108.78,50.6,0.0,0.0555,0.3608,OK
5310.0,L,11526.0,6592.0,2720.0,0.0,0.0,1144.0,13.44,1.6467,124.0,86.0,123.63,75.08,0.0,0.0529,0.2551,OK
5311.0,L,8976.0,6592.0,2520.0,52.0,16.34,1088.0,15.39,2.6007,150.0,60.0,147.71,56.79,0.041,0.0358,0.28,OK
5312.0,L,11430.0,6574.0,2312.0,0.0,0.0,992.0,14.52,1.7509,96.0,56.0,92.94,53.08,0.0,0.0553,0.4301,OK
5313.0,L,9270.0,6574.0,1080.0,44.0,17.32,528.0,15.84,3.7701,108.0,34.0,107.85,28.61,0.0454,0.0382,0.2941,OK
5314.0,L,2036.0,6562.0,1572.0,76.0,16.74,668.0,15.91,2.4691,100.0,60.0,110.94,44.93,0.0442,0.0387,0.262,OK
5315.0,L,80.0,6560.0,6520.0,48.0,16.79,2604.0,15.17,1.4592,204.0,132.0,193.16,132.37,0.0688,0.0549,0.2421,OK
5316.0,L,10530.0,6558.0,2688.0,0.0,0.0,1232.0,15.74,1.9831,86.0,92.0,111.96,56.46,0.0,0.049,0.3397,OK
5317.0,D,10708.0,6556.0,1076.0,984.0,18.52,0.0,0.0,3.0446,36.0,64.0,68.64,22.54,0.069,0.0,0.467,OK
5318.0,L,1902.0,6556.0,3388.0,0.0,0.0,1532.0,16.96,1.9305,136.0,74.0,129.76,67.22,0.0,0.0425,0.3366,OK
5319.0,L,2984.0,6542.0,1452.0,0.0,0.0,616.0,13.03,1.6522,48.0,78.0,76.0,46.0,0.0,0.0281,0.3878,OK
5320.0,L,12136.0,6532.0,4244.0,0.0,0.0,2128.0,16.9,2.1563,66.0,140.0,138.0,64.0,0.0,0.0676,0.4593,OK
5321.0,L,544.0,6532.0,1948.0,0.0,0.0,740.0,16.75,1.3162,46.0,62.0,58.85,44.72,0.0,0.0565,0.683,OK
5322.0,L,1434.0,6530.0,9148.0,0.0,0.0,3332.0,15.47,2.0093,120.0,236.0,234.75,116.83,0.0,0.043,0.323,OK
5323.0,L,10756.0,6526.0,2216.0,0.0,0.0,860.0,15.31,1.1343,74.0,84.0,81.38,71.74,0.0,0.0513,0.3565,OK
5324.0,L,9850.0,6526.0,1772.0,0.0,0.0,608.0,14.28,1.7368,84.0,52.0,80.04,46.08,0.0,0.0395,0.4057,OK
5325.0,L,2724.0,6522.0,2712.0,0.0,0.0,768.0,14.96,1.0165,66.0,70.0,66.11,65.04,0.0,0.0332,0.587,OK
5326.0,L,10880.0,6520.0,2536.0,68.0,18.06,928.0,16.76,1.3391,66.0,76.0,77.4,57.8,0.0702,0.0574,0.5056,OK
5327.0,L,9506.0,6520.0,3296.0,0.0,0.0,1100.0,15.85,1.4541,76.0,106.0,101.76,69.98,0.0,0.0406,0.4091,OK
5328.0,D,442.0,6520.0,1184.0,524.0,14.48,0.0,0.0,2.0928,78.0,74.0,90.51,43.25,0.0564,0.0,0.2051,OK
5329.0,0.0,8918.0,6506.0,1164.0,212.0,15.0,212.0,15.7,1.7444,78.0,62.0,79.58,45.62,0.0378,0.0367,0.2407,OK
5330.0,D,12072.0,6484.0,1908.0,708.0,15.11,0.0,0.0,1.3282,48.0,62.0,60.37,45.45,0.0716,0.0,0.6411,OK
5331.0,L,10168.0,6478.0,1536.0,0.0,0.0,656.0,15.3,2.0695,78.0,74.0,101.25,48.93,0.0,0.0456,0.2661,OK
5332.0,L,10472.0,6458.0,2840.0,76.0,16.27,1224.0,15.75,1.7195,126.0,74.0,123.64,71.91,0.0561,0.0489,0.3046,OK
5333.0,D,7682.0,6456.0,920.0,332.0,15.25,0.0,0.0,1.8824,66.0,36.0,64.0,34.0,0.0342,0.0,0.3872,OK
5334.0,L,2370.0,6448.0,980.0,0.0,0.0,452.0,13.78,1.9028,66.0,40.0,66.22,34.8,0.0,0.0319,0.3712,OK
5335.0,D,8990.0,6444.0,1140.0,564.0,14.93,0.0,0.0,3.3865,98.0,56.0,105.48,31.15,0.0385,0.0,0.2077,OK
5336.0,D,404.0,6444.0,1200.0,440.0,14.96,0.0,0.0,1.3333,44.0,58.0,56.0,42.0,0.0587,0.0,0.4702,OK
5337.0,L,1892.0,6440.0,3184.0,188.0,17.44,988.0,17.79,1.6451,98.0,92.0,114.07,69.34,0.0483,0.0449,0.3531,OK
